CASE_SEQUENCE,WARD,CREATION_MONTH,N_POTHOLES_FILLED_ON_BLOCK,N_DAYS_FOR_COMPLETION,LATITUDE,LONGITUDE
15084,6,3,42,2,41.75261159,-87.60905428
15085,40,3,1,2,41.990733575,-87.67997639
15086,42,3,8,2,41.884364643,-87.62049275
15087,1,3,25,2,41.891031552,-87.67097053
15088,7,3,8,2,41.74461345,-87.56279324
15089,18,3,5,2,41.763295802,-87.69069371
15090,48,3,18,2,41.986432775,-87.6669064
15091,7,3,18,2,41.746235274,-87.56265115
15092,41,3,10,2,42.006293117,-87.7632883
15093,48,3,1,2,41.98371191,-87.66021841
15094,41,3,15,2,41.998405549,-87.76469906
15095,41,3,36,2,42.004838833,-87.76483477
15096,41,3,7,2,42.000929259,-87.77193121
15097,41,3,13,2,42.006987357,-87.77242028
15098,38,3,48,2,41.955176822,-87.78037239
15099,9,3,6,2,41.728210468,-87.62061873
15100,16,3,12,2,41.782786962,-87.69870688
15101,27,3,30,2,41.86801191,-87.67824161
15102,48,3,20,2,41.98556491,-87.66001013
15103,7,3,6,2,41.74473649,-87.55366511
15104,18,3,10,2,41.762681856,-87.68945336
15105,17,3,34,2,41.766345394,-87.68832858
15106,49,3,2,3,42.010068795,-87.67558273
15107,45,3,4,3,41.961650104,-87.75512324
15108,20,3,16,3,41.775160996,-87.59672774
15109,27,3,10,3,41.886684899,-87.67522493
15110,29,3,2,3,41.90923571,-87.78515224
15111,17,3,38,3,41.772034978,-87.70553951
15112,23,3,21,3,41.772445914,-87.7076856
15113,17,3,49,3,41.773638551,-87.70109019
15114,4,3,6,3,41.816802858,-87.59956169
15115,19,3,5,4,41.720781522,-87.66558526
15116,23,3,23,4,41.793178407,-87.73828775
15117,39,3,1,4,41.966192009,-87.72811826
15118,40,3,37,4,41.995484476,-87.67583408
15119,50,3,24,4,42.00884142,-87.68617754
15120,27,3,8,5,41.869835349,-87.66913163
15121,27,3,7,5,41.869377881,-87.67647064
15122,6,3,18,5,41.769123132,-87.62193481
15123,41,3,17,5,42.000311882,-87.76560857
15124,38,3,17,6,41.948755069,-87.77403061
15125,27,3,2,6,41.87810518,-87.6668587
15126,20,3,52,6,41.780536756,-87.58911851
15127,41,3,4,6,42.005216099,-87.76718573
15128,1,3,25,6,41.890930019,-87.66114726
15129,7,3,19,6,41.727508098,-87.56223387
15130,12,3,4,6,41.824661207,-87.69451605
15131,12,3,8,6,41.821420655,-87.69969866
15132,12,3,8,6,41.8208969,-87.69540673
15133,12,3,6,6,41.823499051,-87.7119673
15134,19,3,9,6,41.720886743,-87.67947799
15135,1,3,17,6,41.891126705,-87.66331992
15136,1,3,13,6,41.891099349,-87.66649904
15137,45,3,7,6,41.966578697,-87.76291246
15138,40,3,4,6,41.983543848,-87.67239183
15139,38,3,4,7,41.958729667,-87.76486772
15140,38,3,10,7,41.960554668,-87.76492642
15141,38,3,6,7,41.956962739,-87.75988265
15142,38,3,10,7,41.949366421,-87.78410866
15143,38,3,2,7,41.951169899,-87.783761
15144,38,3,1,7,41.953222064,-87.77082239
15145,40,3,14,7,41.975274309,-87.67504689
15146,40,3,19,7,41.97396987,-87.67501433
15147,14,3,1,7,41.791394667,-87.70609281
15148,38,3,8,7,41.949628854,-87.77679741
15149,38,3,3,7,41.94933339,-87.77407929
15150,20,3,1,7,41.780496275,-87.5879698
15151,21,3,42,7,41.727294714,-87.62654021
15152,27,3,4,7,41.884554466,-87.64875531
15153,39,3,17,7,41.991301052,-87.74750781
15154,49,3,1,7,42.010400554,-87.66915176
15155,34,3,19,7,41.714340119,-87.64091347
15156,6,3,1,7,41.768986843,-87.64436423
15157,18,3,66,7,41.760918354,-87.68573103
15158,40,3,32,7,41.974828682,-87.67422743
15159,14,3,38,7,41.787938617,-87.69866372
15160,14,3,15,7,41.788236388,-87.69968839
15161,8,3,13,7,41.725756307,-87.59501964
15162,1,3,9,7,41.891593608,-87.67189603
15163,38,3,8,7,41.956998693,-87.76232209
15164,38,3,20,7,41.957028441,-87.75985942
15165,38,3,13,7,41.95875913,-87.76240402
15166,38,3,15,7,41.960585018,-87.76246437
15167,38,3,11,7,41.956933696,-87.76234495
15168,38,3,3,8,41.95104374,-87.78169298
15169,8,3,4,8,41.725958068,-87.58394377
15170,34,3,31,8,41.713713589,-87.64407773
15171,45,3,4,8,41.96696329,-87.75777489
15172,19,3,10,8,41.720821195,-87.67614566
15173,49,3,3,8,42.012847332,-87.66361978
15174,20,3,6,8,41.780492322,-87.58706255
15175,29,3,12,8,41.911125676,-87.77907794
15176,39,3,11,8,41.985732674,-87.74767709
15177,40,3,19,8,41.994417351,-87.67474995
15178,38,3,13,8,41.949394807,-87.78167254
15179,23,3,15,9,41.782556901,-87.70338965
15180,45,3,4,9,41.958760269,-87.74955466
15181,35,3,2,9,41.91475996,-87.73611332
15182,34,3,5,9,41.714048622,-87.65289656
15183,39,3,3,9,41.990005453,-87.74483026
15184,38,3,3,9,41.951965474,-87.78344462
15185,14,3,71,9,41.790031548,-87.70107906
15186,45,3,5,9,41.953471538,-87.7474515
15187,7,3,23,9,41.728298199,-87.55634271
15188,45,3,5,10,41.960527257,-87.75382899
15189,29,3,12,10,41.911856598,-87.78820448
15190,45,3,3,10,41.960664824,-87.74494715
15191,42,3,2,10,41.886834052,-87.64442362
15192,29,3,17,10,41.912690417,-87.78393402
15193,7,3,17,10,41.728070081,-87.5582652
15194,45,3,6,10,41.960654118,-87.74982255
15195,27,3,2,10,41.877502822,-87.66743199
15196,39,3,4,10,41.990013643,-87.74759258
15197,42,3,6,10,41.885721524,-87.64439131
15198,9,3,21,11,41.714181657,-87.63711556
15199,7,3,26,11,41.72987616,-87.55891541
15200,8,3,3,11,41.724182757,-87.59357111
15201,42,3,1,11,41.888946034,-87.64695271
15202,4,3,2,12,41.800849276,-87.5873259
15203,40,3,4,12,41.998209875,-87.66869399
15204,39,3,8,13,41.982766811,-87.76376573
15205,28,3,5,13,41.874342045,-87.72559
15206,28,3,5,13,41.877661606,-87.7207874
15207,28,3,16,13,41.878284228,-87.72080413
15208,34,3,12,14,41.710340051,-87.6439793
15209,1,3,12,14,41.891826372,-87.6706188
15210,27,3,1,14,41.903556491,-87.63880967
15211,19,3,6,14,41.714202245,-87.67070424
15212,6,3,20,14,41.770686072,-87.6498899
15213,34,3,9,14,41.712163221,-87.65178359
15214,27,3,8,14,41.888980505,-87.66068883
15215,27,3,3,15,41.873517721,-87.66672901
15216,38,3,9,15,41.957007013,-87.77798266
15217,39,3,7,15,41.995519237,-87.74067864
15218,19,3,4,15,41.713909983,-87.67258634
15219,12,3,63,15,41.817582394,-87.66623306
15220,8,3,2,15,41.724074784,-87.58530323
15221,8,3,36,15,41.729417215,-87.59389588
15222,41,3,9,15,42.012869446,-87.77857605
15223,40,3,32,15,41.996536397,-87.67601559
15224,27,3,22,15,41.889841315,-87.66237704
15225,42,3,17,16,41.883233316,-87.64284806
15226,7,3,23,16,41.726417837,-87.56022685
15227,29,3,1,16,41.911956443,-87.7849463
15228,8,3,6,16,41.724176755,-87.59227131
15229,34,3,19,16,41.712209461,-87.64807986
15230,29,3,4,16,41.909657237,-87.79221347
15231,34,3,10,16,41.705558391,-87.64537013
15232,34,3,18,16,41.712255272,-87.64370452
15233,34,3,10,16,41.708575545,-87.64807561
15234,1,3,3,16,41.900432087,-87.68494053
15235,39,3,8,17,41.994075582,-87.74164568
15236,2,3,52,17,41.903468298,-87.66647038
15237,39,3,10,18,41.99390107,-87.7408431
15238,34,3,16,18,41.714156453,-87.63952962
15239,39,3,23,19,41.986653026,-87.76473517
15240,34,3,21,19,41.712231983,-87.6457381
15241,35,3,2,19,41.915117159,-87.73597591
15242,41,3,2,19,42.007334603,-87.76401088
15243,1,3,3,19,41.894062555,-87.67223334
15244,8,3,14,19,41.727022117,-87.59233587
15245,41,3,11,19,42.006058372,-87.76299864
15246,39,3,3,19,41.981955562,-87.75338279
15247,27,3,18,20,41.867485711,-87.67226233
15248,8,3,24,20,41.72414995,-87.59598258
15249,8,3,7,20,41.72588922,-87.58429457
15250,27,3,4,20,41.905188455,-87.63941836
15251,19,3,25,20,41.713431968,-87.67229761
15252,29,3,7,20,41.911110137,-87.78031859
15253,8,3,6,20,41.725415948,-87.58276538
15254,40,3,12,20,41.998171118,-87.67150524
15255,8,3,13,20,41.727043846,-87.58322343
15256,34,3,12,20,41.706789607,-87.64662365
15257,40,3,12,21,41.998709878,-87.66812266
15258,1,3,7,21,41.891087112,-87.66720406
15259,40,3,9,21,41.995673093,-87.67564219
15260,9,3,29,21,41.732636066,-87.62061582
15261,9,3,63,21,41.732629151,-87.62095794
15262,1,3,3,21,41.901315412,-87.68655662
15263,29,2,26,23,41.910927918,-87.79499539
15264,29,2,14,23,41.909390566,-87.7756631
15265,39,2,18,23,41.984327852,-87.76234443
15266,9,2,25,23,41.723500999,-87.62055641
15267,27,2,3,23,41.884430698,-87.65575775
15268,27,2,27,25,41.869689774,-87.66760904
15269,4,2,32,25,41.810219586,-87.59030199
15270,38,2,11,24,41.960492913,-87.77350354
15271,41,2,30,24,42.005193633,-87.77040065
15272,8,2,12,24,41.733088809,-87.59075071
15273,27,2,4,24,41.882973785,-87.66700749
15274,34,2,11,24,41.701674825,-87.64768022
15275,41,2,64,24,42.008816037,-87.77434376
15276,35,2,12,24,41.91879354,-87.7335537
15277,34,2,17,24,41.701245036,-87.65230466
15278,41,2,6,26,42.010248205,-87.7834453
15279,19,2,5,26,41.719712145,-87.67853218
15280,28,2,19,26,41.875437737,-87.72065215
15281,41,2,56,26,42.011681181,-87.77401217
15282,19,2,1,26,41.715575006,-87.66801827
15283,1,2,7,27,41.891011186,-87.67214746
15284,19,2,4,27,41.71507959,-87.66882133
15285,29,2,8,27,41.910976363,-87.79246233
15286,49,2,11,27,42.003548453,-87.66096341
15287,49,2,13,27,42.00264558,-87.66217679
15288,49,2,10,27,42.001755129,-87.66089975
15289,49,2,10,27,42.000060361,-87.66694494
15290,19,2,7,27,41.720239599,-87.6692616
15291,38,2,5,27,41.962310732,-87.77723199
15292,21,2,33,27,41.72908114,-87.63272252
15293,28,2,6,27,41.875406561,-87.72316289
15294,4,2,8,27,41.805933345,-87.61131209
15295,27,2,12,27,41.877449882,-87.66683127
15296,8,2,75,27,41.72759403,-87.59385184
15297,8,2,8,27,41.725774618,-87.5938105
15298,29,2,18,27,41.914569243,-87.77716232
15299,35,2,3,28,41.915387341,-87.73172022
15300,27,2,4,28,41.869148696,-87.66669953
15301,27,2,17,29,41.877886887,-87.66934749
15302,27,2,1,29,41.875125895,-87.66677177
15303,35,2,26,29,41.91595079,-87.73032974
15304,27,2,15,29,41.89667663,-87.63616097
15305,19,2,12,29,41.717122773,-87.66415379
15306,28,2,15,34,41.875539595,-87.72074807
15307,28,2,27,34,41.874476409,-87.72055301
15308,28,2,54,34,41.880908803,-87.70597408
15309,19,2,3,34,41.721102673,-87.66668839
15310,8,2,2,31,41.7258881,-87.58555879
15311,28,2,3,30,41.874599156,-87.71574091
15312,28,2,4,30,41.874530375,-87.72194663
15313,28,2,1,30,41.874502436,-87.72313294
15314,19,2,20,30,41.719392173,-87.67062651
15315,27,2,12,30,41.89983779,-87.64595658
15316,19,2,12,42,41.721045495,-87.6656667
15317,28,2,2,35,41.886759323,-87.72598817
15318,14,3,3,0,41.7993973,-87.6866938
15319,14,3,19,0,41.797389472,-87.68483023
15320,23,3,56,0,41.796861435,-87.71850674
15321,23,3,72,0,41.795027042,-87.71845403
15322,23,3,10,0,41.80053158,-87.71699447
15323,23,3,5,0,41.800161382,-87.71614947
15324,23,3,8,0,41.780592416,-87.72230572
15325,23,3,19,0,41.782286299,-87.72055563
15326,15,3,15,0,41.811230113,-87.68725947
15327,50,3,11,0,42.01116358,-87.68620739
15328,16,3,3,0,41.779261396,-87.69102289
15329,23,3,36,0,41.780590202,-87.71336872
15330,23,3,57,0,41.782403375,-87.71341116
15331,50,3,9,0,41.995981139,-87.69120157
15332,10,3,7,0,41.66622404,-87.54091456
15333,10,3,3,0,41.691737601,-87.53643164
15334,10,3,10,0,41.659253047,-87.54105633
15335,23,3,66,0,41.777009811,-87.71793292
15336,42,3,3,0,41.89683315,-87.62481971
15337,23,3,4,0,41.776854719,-87.71795306
15338,42,3,4,0,41.887493173,-87.63116949
15339,14,3,2,0,41.807576887,-87.73963412
15340,2,3,7,0,41.896781436,-87.62861446
15341,27,3,8,0,41.891257523,-87.64793065
15342,34,3,10,0,41.668838626,-87.64046592
15343,3,3,20,0,41.807626973,-87.61947297
15344,34,3,17,0,41.665211808,-87.63913805
15345,34,3,15,0,41.665195225,-87.640343
15346,9,3,10,0,41.651741548,-87.61737708
15347,9,3,12,0,41.651741104,-87.61708436
15348,16,3,69,0,41.785065794,-87.64263498
15349,16,3,5,0,41.783382479,-87.64261757
15350,20,3,8,0,41.808687881,-87.65538678
15351,8,3,13,0,41.749700394,-87.59295234
15352,42,3,2,0,41.880688731,-87.63394609
15353,42,3,1,0,41.880625284,-87.63394362
15354,42,3,10,0,41.87935629,-87.63390167
15355,42,3,6,0,41.878053041,-87.63387433
15356,4,3,9,0,41.878101119,-87.62944389
15357,42,3,10,0,41.879373321,-87.62949764
15358,42,3,3,0,41.880686721,-87.62951526
15359,42,3,6,0,41.881185191,-87.62952353
15360,42,3,1,0,41.885796312,-87.62964615
15361,42,3,29,0,41.894263498,-87.62260703
15362,42,3,23,0,41.8943175,-87.620177
15363,42,3,10,0,41.895123891,-87.6201946
15364,42,3,1,0,41.89501434,-87.62628815
15365,2,3,5,0,41.894960134,-87.62997857
15366,42,3,1,0,41.894901616,-87.63422993
15367,42,3,1,0,41.894880581,-87.63573664
15368,42,3,3,0,41.895679951,-87.63575588
15369,2,3,3,0,41.89576268,-87.63000699
15370,42,3,2,0,41.89581898,-87.6262435
15371,2,3,3,0,41.895869591,-87.62266257
15372,13,3,2,0,41.767394769,-87.72262344
15373,18,3,29,0,41.752781598,-87.72054125
15374,23,3,58,0,41.784535773,-87.70335867
15375,23,3,4,0,41.782474472,-87.70482279
15376,11,3,1,0,41.819404708,-87.64596157
15377,12,3,1,0,41.823180082,-87.6708144
15378,11,3,2,0,41.827994892,-87.64101549
15379,11,3,13,0,41.843946311,-87.63561166
15380,6,3,18,0,41.766708027,-87.65915566
15381,6,3,1,0,41.765145699,-87.65426466
15382,6,3,2,0,41.770658203,-87.63882256
15383,6,3,7,0,41.770710573,-87.63743453
15384,27,3,7,0,41.881418881,-87.66248298
15385,5,3,22,0,41.795143002,-87.58859011
15386,5,3,3,0,41.7979498,-87.5873944
15387,4,3,12,0,41.813190558,-87.59705322
15388,4,3,4,0,41.809772727,-87.59496089
15389,11,3,1,0,41.836204606,-87.63923857
15390,11,3,2,0,41.859576329,-87.64502737
15391,11,3,2,0,41.859814349,-87.64590388
15392,11,3,4,0,41.861504081,-87.65610906
15393,11,3,7,0,41.863377182,-87.65371439
15394,6,3,12,1,41.749016477,-87.61229701
15395,20,3,1,1,41.772966468,-87.62498709
15396,20,3,15,1,41.772855739,-87.6155931
15397,37,3,9,1,41.903265918,-87.75567419
15398,8,3,25,1,41.747653724,-87.59433042
15399,20,3,1,1,41.77091912,-87.61070175
15400,41,3,1,1,42.00515522,-87.810124
15401,6,3,43,1,41.765950375,-87.62185016
15402,15,3,2,1,41.808321599,-87.68486098
15403,6,3,6,1,41.745788739,-87.61229341
15404,17,3,4,1,41.760517727,-87.7101476
15405,17,3,3,1,41.762342556,-87.710199
15406,17,3,17,1,41.764226231,-87.71029719
15407,17,3,47,1,41.762405734,-87.71024059
15408,13,3,17,1,41.763731808,-87.71395561
15409,18,3,45,1,41.745832144,-87.71949241
15410,18,3,8,1,41.751345262,-87.72050732
15411,13,3,23,1,41.768543878,-87.72192516
15412,13,3,4,1,41.778567329,-87.72141633
15413,23,3,3,1,41.778704123,-87.71341964
15414,23,3,1,1,41.778789361,-87.70763664
15415,17,3,1,1,41.778871571,-87.70248257
15416,17,3,33,1,41.779010699,-87.69446101
15417,20,3,3,1,41.806689045,-87.665065
15418,16,3,2,1,41.779334003,-87.68041453
15419,16,3,10,1,41.779418845,-87.67442358
15420,27,3,5,1,41.880776136,-87.66913626
15421,17,3,2,1,41.765297344,-87.68340539
15422,34,3,2,1,41.662638626,-87.64248147
15423,20,3,24,1,41.786966732,-87.64267846
15424,15,3,7,1,41.811263084,-87.68516565
15425,16,3,6,1,41.787603419,-87.65941904
15426,16,3,29,1,41.788570819,-87.65651279
15427,4,3,8,1,41.809709839,-87.60055778
15428,13,3,7,1,41.776474601,-87.72039919
15429,20,3,26,1,41.780559644,-87.60578666
15430,23,3,2,1,41.800498033,-87.73086865
15431,13,3,51,1,41.782594498,-87.74012638
15432,9,3,2,1,41.714715326,-87.60501487
15433,41,3,32,2,42.002900356,-87.81620303
15434,27,3,3,2,41.886879758,-87.67691677
15435,27,3,2,2,41.886843545,-87.67936064
15436,41,3,11,2,41.98334033,-87.82188776
15437,27,3,3,2,41.906571429,-87.63558393
15438,27,3,1,2,41.903724224,-87.63582246
15439,50,3,33,2,41.995787521,-87.69211626
15440,14,3,59,2,41.799194772,-87.6867745
15441,11,3,24,2,41.841720731,-87.63555229
15442,23,3,8,2,41.783573922,-87.70679917
15443,47,3,10,2,41.956852121,-87.66394509
15444,14,3,5,2,41.805608732,-87.70405309
15445,17,3,19,2,41.760753149,-87.70908214
15446,12,3,15,2,41.854657235,-87.69539303
15447,11,3,1,2,41.821445165,-87.646016
15448,34,3,1,2,41.663182101,-87.64156527
15449,10,3,8,2,41.710156513,-87.5348897
15450,10,3,14,2,41.710160243,-87.53317752
15451,10,3,13,2,41.645667484,-87.54250981
15452,33,3,30,2,41.956759988,-87.70830227
15453,33,3,13,2,41.957446326,-87.7073595
15454,33,3,5,3,41.954041305,-87.70627698
15455,47,3,1,3,41.952642832,-87.68827979
15456,17,3,41,3,41.758683131,-87.71070244
15457,42,3,1,3,41.895486305,-87.6241184
15458,24,3,3,3,41.852179978,-87.72219452
15459,47,3,9,3,41.958026571,-87.67122437
15460,47,3,7,3,41.957824791,-87.67011217
15461,47,3,4,3,41.962850215,-87.67470718
15462,47,3,11,3,41.958447395,-87.68388699
15463,41,3,12,3,41.993332875,-87.8191411
15464,17,3,16,3,41.771896538,-87.6957126
15465,17,3,8,3,41.7718537,-87.69815789
15466,37,3,1,4,41.905690174,-87.76219286
15467,9,3,3,4,41.712561228,-87.62082222
15468,17,3,46,4,41.778986358,-87.69597258
15469,17,3,57,4,41.777162089,-87.69593275
15470,9,3,8,4,41.709005411,-87.62008029
15471,41,3,24,4,41.997272597,-87.79705304
15472,41,3,7,5,41.999062127,-87.80013053
15473,50,3,26,5,42.01116358,-87.68620739
15474,37,3,6,5,41.887663233,-87.75798818
15475,37,3,8,5,41.887829735,-87.7633534
15476,41,3,22,5,42.00162722,-87.81249065
15477,50,3,33,4,41.994023019,-87.70330723
15478,34,3,1,4,41.666828075,-87.63927987
15479,37,3,19,6,41.887900017,-87.75059202
15480,41,3,4,7,41.997409568,-87.7910344
15481,24,3,3,7,41.843895326,-87.69478749
15482,10,3,3,7,41.684200655,-87.53298848
15483,4,3,23,7,41.85330723,-87.61533303
15484,9,3,3,7,41.71262455,-87.62027852
15485,9,3,5,7,41.710813257,-87.62003959
15486,5,3,2,7,41.775009589,-87.5860684
15487,38,3,1,7,41.9626642,-87.76501262
15488,33,3,2,7,41.954679213,-87.69933792
15489,41,3,3,7,41.999977378,-87.77273652
15490,38,3,5,8,41.958853194,-87.75991927
15491,38,3,11,8,41.958885048,-87.75745094
15492,38,3,4,8,41.95878865,-87.75994131
15493,38,3,3,8,41.960614226,-87.75999968
15494,38,3,20,8,41.962578382,-87.75757643
15495,38,3,5,8,41.962548277,-87.76006111
15496,38,3,3,8,41.962521496,-87.76251973
15497,24,3,33,8,41.871673156,-87.73442982
15498,6,3,47,8,41.764936173,-87.65476022
15499,6,3,39,8,41.764886184,-87.65805127
15500,11,3,22,8,41.823306115,-87.66149331
15501,9,3,6,8,41.709292179,-87.61089981
15502,9,3,4,8,41.712630864,-87.61769841
15503,41,3,16,8,41.981596083,-87.81700064
15504,10,3,21,8,41.691737738,-87.53152026
15505,47,3,6,8,41.945042039,-87.67110358
15506,47,3,22,8,41.94605338,-87.67264339
15507,47,3,11,8,41.958074103,-87.6681445
15508,38,3,18,8,41.954290277,-87.75976806
15509,38,3,1,8,41.955230144,-87.75733228
15510,5,3,47,9,41.774974547,-87.59265389
15511,10,3,18,9,41.660920822,-87.55426837
15512,41,3,5,9,42.000425974,-87.77313788
15513,50,3,10,9,42.016819648,-87.6949796
15514,50,3,29,9,42.017722793,-87.69502749
15515,18,3,36,9,41.753283267,-87.73169898
15516,8,3,16,10,41.748452156,-87.58484383
15517,38,3,49,10,41.964819714,-87.78207922
15518,41,3,12,10,41.990109599,-87.82232955
15519,41,3,13,10,41.998746272,-87.80135391
15520,8,3,5,10,41.747735265,-87.58566861
15521,41,3,3,10,41.996984718,-87.79769114
15522,27,3,2,11,41.882904782,-87.66700484
15523,50,3,11,11,42.019311152,-87.69525077
15524,41,3,1,11,41.982531275,-87.82343958
15525,41,3,6,11,41.994386509,-87.81168038
15526,37,3,11,11,41.895044142,-87.75566533
15527,41,3,7,11,42.000339775,-87.81729248
15528,41,3,7,11,42.005250326,-87.81355066
15529,6,3,23,11,41.764933541,-87.65911281
15530,10,3,17,11,41.691980145,-87.53271952
15531,41,3,10,12,41.996673692,-87.80296598
15532,43,3,4,13,41.913094592,-87.63296822
15533,47,3,16,14,41.969619523,-87.68421901
15534,24,3,8,14,41.868085174,-87.72539408
15535,24,3,12,14,41.867945115,-87.72539115
15536,24,3,3,14,41.866061508,-87.72522858
15537,50,3,11,14,42.01924652,-87.69345312
15538,50,3,8,14,42.018656376,-87.69378879
15539,34,3,1,14,41.663350236,-87.64036857
15540,43,3,1,15,41.913225027,-87.63282919
15541,5,3,68,15,41.762395418,-87.60051217
15542,6,3,62,15,41.770860404,-87.63872187
15543,35,3,4,15,41.923856588,-87.71240649
15544,35,3,14,15,41.923189446,-87.71548374
15545,10,3,20,15,41.654670216,-87.53853181
15546,37,3,1,15,41.894330664,-87.75572519
15547,34,3,25,16,41.668871837,-87.63748527
15548,34,3,15,16,41.668632104,-87.63934912
15549,38,3,22,16,41.963194087,-87.76508064
15550,5,3,11,16,41.775268965,-87.58819573
15551,41,3,10,16,42.006221436,-87.81114718
15552,8,3,15,16,41.747723064,-87.58839504
15553,8,3,34,16,41.745897857,-87.58835135
15554,24,3,2,17,41.842858943,-87.6947541
15555,6,3,41,17,41.7685337,-87.65891636
15556,50,3,20,17,42.012389104,-87.690378
15557,41,3,11,17,42.003597619,-87.81382089
15558,5,3,35,18,41.762118522,-87.60054649
15559,38,3,13,19,41.962491619,-87.76497435
15560,50,3,13,21,42.019324336,-87.69463941
15561,41,3,1,21,41.990595734,-87.82049804
15562,50,3,24,21,42.019416766,-87.6902932
15563,41,3,16,21,42.00197766,-87.81962018
15564,41,3,5,21,41.997231488,-87.76681826
15565,8,3,8,21,41.748418032,-87.58811875
15566,50,3,29,22,42.017753113,-87.69367457
15567,38,3,1,22,41.962207049,-87.78211751
15568,37,3,15,22,41.885814885,-87.76352395
15569,37,3,13,22,41.888822296,-87.75656511
15570,41,3,7,22,42.001462447,-87.80514821
15571,41,3,5,22,42.000074154,-87.80524842
15572,38,2,2,23,41.953905539,-87.75948604
15573,35,2,4,23,41.924537573,-87.7134676
15574,9,2,16,24,41.711882898,-87.61130661
15575,9,2,5,24,41.712349273,-87.61283158
15576,9,2,7,24,41.710889664,-87.61249731
15577,27,2,3,24,41.874228689,-87.67162468
15578,41,2,28,24,41.997939705,-87.80144329
15579,34,2,3,24,41.66788373,-87.63694725
15580,41,2,3,25,42.004301109,-87.80901084
15581,38,2,23,25,41.957049799,-87.75808278
15582,34,2,25,25,41.663117717,-87.64400807
15583,8,2,13,25,41.747723064,-87.58839504
15584,8,2,85,27,41.749201369,-87.59407228
15585,34,2,20,28,41.661653852,-87.64002732
15586,41,2,9,28,42.004326478,-87.80787061
15587,41,2,14,28,42.002993679,-87.80780554
15588,35,2,9,28,41.926361112,-87.71260593
